Review,Number of Reviews,Price,Tax,Star,Rating
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,187,174,20,2,8
Review score,18,176,14,0,6.9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Good,157,130,20,2,7.2
Very Good,92,119,20,3,8.4
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,231,104,10,3,7.3
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,177,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Good,55,57,7,2,7.3
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Very Good,196,210,17,3,8
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Very Good,196,210,17,3,8
Very Good,188,164,19,3,8.1
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Very Good,196,210,17,3,8
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Very Good,196,210,17,3,8
Good,180,165,17,3,7.3
Very Good,176,150,24,2,8.2
Good,171,179,21,3,7.2
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
Good,108,140,27,2,7.8
Very Good,196,210,17,3,8
Good,180,165,17,3,7.3
Good,233,100,15,3,7.8
Very Good,143,109,16,3,8
Very Good,310,199,22,4,8
Wonderful,42,140,18,3,9
Excellent,183,144,21,3,8.9
Wonderful,196,139,17,3,9
Very Good,45,105,7,3,8.3
Very Good,68,101,14,3,8.3
Very Good,62,129,9,3,8.3
Good,345,134,15,3,7.2
Very Good,166,144,24,2,8.4
Good,66,152,19,2,7.8
Very Good,300,150,14,0,8.3
Good,93,111,12,2,7.5
Good,105,121,12,2,7.1
Wonderful,181,169,19,3,9
Wonderful,47,149,16,2,9.2
Very Good,191,151,20,3,8.5
Excellent,68,100,12,4,8.8
Excellent,227,137,17,3,8.8
